time,accel_mag,quat_k,accel_mag_no_gravity,status
0.005184001,8.219273539646387,0.0,13.004189998593963,0
0.021316006,8.219273539646387,0.0,13.004189998593963,0
0.028372008,8.219273539646387,0.0,13.004189998593963,0
0.039748011,6.093225388075089,-0.34014892578125,11.678314117623435,0
0.055038015,6.093225388075089,-0.34014892578125,11.678314117623435,0
0.067074018,4.355195479095377,-0.34014892578125,10.770470749281706,0
0.078420021,4.355195479095377,-0.3790283203125,10.770470749281706,0
0.093672025,4.355195479095377,-0.3790283203125,10.770470749281706,0
0.100605027,5.006230858850736,-0.3790283203125,10.77261446502702,0
0.115919031,5.006230858850736,-0.3790283203125,10.77261446502702,0
0.123614033,5.006230858850736,-0.3790283203125,10.77261446502702,0
0.130535035,6.382077346356969,-0.3919677734375,11.312215687250788,0
0.14946204,6.382077346356969,-0.3919677734375,11.312215687250788,0
0.157211042,8.141511543016943,-0.3919677734375,12.510214234979276,0
0.173002047,8.141511543016943,-0.3919677734375,12.510214234979276,0
0.179951048,8.141511543016943,-0.41510009765625,12.510214234979276,0
0.198859054,9.713244678910483,-0.41510009765625,13.722971059227037,0
0.206585056,9.713244678910483,-0.41510009765625,13.722971059227037,0
0.218226059,8.87827380336623,-0.41510009765625,13.456050989333352,0
0.229714062,8.87827380336623,-0.4444580078125,13.456050989333352,0
0.244934066,8.87827380336623,-0.4444580078125,13.456050989333352,0
0.252703068,9.30403971559112,-0.4444580078125,13.575327989750262,0
0.267664072,9.30403971559112,-0.4444580078125,13.575327989750262,0
0.275380074,9.30403971559112,-0.4444580078125,13.575327989750262,0
0.290143078,9.93030138616735,-0.48419189453125,14.27987913534695,0
0.301710081,9.93030138616735,-0.48419189453125,14.27987913534695,0
0.308675083,8.83589691773395,-0.48419189453125,13.868487637115315,0
0.324125087,8.83589691773395,-0.48419189453125,13.868487637115315,0
0.331118089,8.83589691773395,-0.5145263671875,13.868487637115315,0
0.346495093,7.397661984169813,-0.5145263671875,12.970029022019622,0
0.358080096,7.397661984169813,-0.5145263671875,12.970029022019622,0
0.369321099,7.397661984169813,-0.5145263671875,12.970029022019622,0
0.377062101,8.45763746383862,-0.5386962890625,13.097819721989097,0
0.396578107,8.45763746383862,-0.5386962890625,13.097819721989097,0
0.404271109,8.119565114369388,-0.5386962890625,12.645163112687966,0
0.419100113,8.119565114369388,-0.5386962890625,12.645163112687966,0
0.426831115,8.119565114369388,-0.5386962890625,12.645163112687966,0
0.438429118,8.243539766142732,-0.564453125,12.698019446983713,0
0.453821122,8.243539766142732,-0.564453125,12.698019446983713,0
0.465320125,9.510634242588086,-0.564453125,13.387259846446886,0
0.477028128,9.510634242588086,-0.564453125,13.387259846446886,0
0.487053131,9.510634242588086,-0.5831298828125,13.387259846446886,0
0.498671134,11.27542022801631,-0.5831298828125,14.539067243752585,0
0.513904138,11.27542022801631,-0.5831298828125,14.539067243752585,0
0.52084914,11.27542022801631,-0.5831298828125,14.539067243752585,0
0.528176142,11.74990130443922,-0.59136962890625,14.935701545761502,0
0.547816147,11.74990130443922,-0.59136962890625,14.935701545761502,0
0.555486149,11.111540120637601,-0.59136962890625,14.17667799071909,0
0.572207154,11.111540120637601,-0.59136962890625,14.17667799071909,0
0.579345156,11.111540120637601,-0.595458984375,14.17667799071909,0
0.601189162,10.33134744901674,-0.595458984375,13.349163929336724,0
0.623017168,10.187204181144123,-0.595458984375,13.266807887669147,0
0.643196173,10.187204181144123,-0.60504150390625,13.266807887669147,0
0.659630177,10.952364341454714,-0.60504150390625,13.942871284924378,0
0.680307183,12.151761125940308,-0.615966796875,14.828835455352321,0
0.704603189,12.151761125940308,-0.615966796875,14.828835455352321,0
0.721536194,13.689089608750695,-0.615966796875,16.20512802530132,0
0.737153198,13.689089608750695,-0.62762451171875,16.20512802530132,0
0.762678205,15.336569292576995,-0.62762451171875,17.577561553469685,0
0.779007209,12.282006626263403,-0.64190673828125,15.235193607814052,0
0.803538216,12.282006626263403,-0.64190673828125,15.235193607814052,0
0.824081222,9.872040510344892,-0.64190673828125,13.590161748040037,0
0.836055225,10.967234275838774,-0.651123046875,14.484903008343991,0
0.85723623,10.967234275838774,-0.651123046875,14.484903008343991,0
0.874278235,12.058260315887326,-0.651123046875,15.714774635536557,0
0.89383024,12.058260315887326,-0.6519775390625,15.714774635536557,0
0.914663246,11.405567723601322,-0.6519775390625,15.43946161942366,0
0.932331251,10.075874112737921,-0.63824462890625,14.328155904921687,0
0.953505256,10.075874112737921,-0.63824462890625,14.328155904921687,0
0.970325261,9.454875386756907,-0.63824462890625,13.818363455167242,0
0.986368265,9.511307261376457,-0.61468505859375,14.070868516915098,0
1.012159272,9.511307261376457,-0.61468505859375,14.070868516915098,0
1.027996276,9.607067494798263,-0.5849609375,14.321415200657,0
1.051401283,9.607067494798263,-0.5849609375,14.321415200657,0
1.064239286,9.494597655696353,-0.5849609375,14.401222071183915,0
1.084885292,8.995556900232053,-0.54949951171875,14.236749767601891,0
1.105956297,8.995556900232053,-0.54949951171875,14.236749767601891,0
1.123504302,8.815493244429272,-0.54949951171875,14.516632138432733,0
1.142360307,8.815493244429272,-0.5162353515625,14.516632138432733,0
1.163898313,8.606859673961557,-0.5162353515625,14.625723347830206,0
1.180406317,9.400681783422097,-0.488037109375,15.255286149173475,0
1.204726324,9.388444948955621,-0.488037109375,15.467104966979772,0
1.225023329,9.388444948955621,-0.488037109375,15.467104966979772,0
1.240604333,8.781949378565974,-0.45703125,15.35298659504708,0
1.261507339,8.781949378565974,-0.45703125,15.35298659504708,0
1.277954343,8.95179981057624,-0.400146484375,15.547096830232737,0
1.30276035,8.02484374087307,-0.400146484375,15.954103847143209,0
1.323202356,8.02484374087307,-0.400146484375,15.954103847143209,0
1.335410359,9.069685829718948,-0.306640625,17.172765896902128,0
1.356348364,9.069685829718948,-0.306640625,17.172765896902128,0
1.373973369,11.36176913925084,-0.306640625,19.646567396714186,0
1.394480375,12.93776477782345,-0.23150634765625,20.72598326850355,0
1.41506638,12.93776477782345,-0.23150634765625,20.72598326850355,0
1.431971385,12.93776477782345,-0.1807861328125,20.72598326850355,0
1.455485391,11.38382119007916,-0.1807861328125,18.801349948546125,0
1.476262397,11.38382119007916,-0.1807861328125,18.801349948546125,0
1.493118401,10.675634032098735,-0.16046142578125,18.00880269444098,0
1.513537407,10.675634032098735,-0.16046142578125,18.00880269444098,0
1.529375411,9.647499638122726,-0.169677734375,16.917313594881964,0
1.552445417,10.052703827729477,-0.169677734375,17.412997422846157,0
1.572719422,10.052703827729477,-0.169677734375,17.412997422846157,0
1.584551426,10.280640001375918,-0.17852783203125,17.84197988839497,0
1.605250431,10.280640001375918,-0.17852783203125,17.84197988839497,0
1.626941437,8.955031053924817,-0.17852783203125,16.711843290814983,0
1.642413441,8.372726815159387,-0.1788330078125,16.060541454798127,0
1.663350447,8.372726815159387,-0.1788330078125,16.060541454798127,0
1.679505451,7.658203872178617,-0.17529296875,15.699889300496727,0
1.705290458,7.24435204809096,-0.17529296875,15.233198091559096,0
1.726359464,7.24435204809096,-0.17529296875,15.233198091559096,0
1.740953468,6.949672158831262,-0.1636962890625,15.967803719210554,0
1.762881473,6.949672158831262,-0.1636962890625,15.967803719210554,0
1.783966479,8.25757690209091,-0.130859375,17.21997608285056,0
1.804732485,9.5984988310449,-0.130859375,18.420248500212214,0
1.82618949,9.5984988310449,-0.130859375,18.420248500212214,0
1.841720495,8.105547815879431,-0.09796142578125,17.623206444784895,0
1.8627325,6.954550196282804,-0.09796142578125,16.502778733674436,0
1.883539506,6.796614578344317,-0.076904296875,15.97144623152714,0
1.907596512,6.796614578344317,-0.076904296875,15.97144623152714,0
1.924840517,6.9264884368220585,-0.076904296875,16.32766990618777,0
1.944376522,6.9264884368220585,-0.06951904296875,16.32766990618777,0
1.961796527,8.793323619838128,-0.06951904296875,18.363177564985946,0
1.983495533,7.163140190766765,-0.0626220703125,16.77075996765138,0
2.004601538,7.163140190766765,-0.0626220703125,16.77075996765138,0
2.021679543,8.447213917833075,-0.0626220703125,17.55108929592784,0
2.040844548,8.447213917833075,-0.03826904296875,17.55108929592784,0
2.057681552,10.226390910038686,-0.03826904296875,19.88259310414318,0
2.078372558,12.4965644692914,0.0333251953125,22.14648106438484,0
2.103189565,12.4965644692914,0.0333251953125,22.14648106438484,0
2.115597568,11.339652674501115,0.0333251953125,21.038088322809188,0
2.137390574,11.951845187817431,-0.1092529296875,21.549087356395276,0
2.15898158,11.951845187817431,-0.1092529296875,21.549087356395276,0
2.175859584,14.39767498743965,-0.16619873046875,24.016958488616858,0
2.201861591,13.777085139868008,-0.16619873046875,23.38154213158687,0
2.222563597,13.777085139868008,-0.16619873046875,23.38154213158687,0
2.2355116,14.084437641133997,-0.20391845703125,23.625604673044716,0
2.255881606,14.084437641133997,-0.20391845703125,23.625604673044716,0
2.276934611,14.68434609172644,-0.20391845703125,24.237329579423587,0
2.293851616,14.786644884603112,-0.21026611328125,24.332505100037675,0
2.314450621,14.786644884603112,-0.21026611328125,24.332505100037675,0
2.330413626,14.94512310795445,-0.1961669921875,24.502674950133795,0
2.353526632,14.94512310795445,-0.1961669921875,24.502674950133795,0
2.366097635,16.267845332066777,-0.1961669921875,25.88870369964566,0
2.38638864,16.219339407793257,-0.17193603515625,25.815283183130017,0
2.408330646,16.219339407793257,-0.17193603515625,25.815283183130017,0
2.424405651,14.595975326354148,-0.17193603515625,24.090318246705234,0
2.443359656,14.595975326354148,-0.1357421875,24.090318246705234,0
2.464217661,12.532580221829884,-0.1357421875,21.90974251369928,0
2.480084666,12.362277185729047,-0.08526611328125,21.86711194275085,0
2.504375672,12.362277185729047,-0.08526611328125,21.86711194275085,0
2.525359678,12.032280419551672,-0.08526611328125,21.540553836768602,0
2.537671681,12.011244274165431,-0.03759765625,21.49678002663822,0
2.559279687,12.011244274165431,-0.03759765625,21.49678002663822,0
2.575789691,10.280081175249862,-0.03759765625,19.435463886147062,0
2.595523696,10.280081175249862,0.00299072265625,19.435463886147062,0
2.612400701,9.233850351265733,0.00299072265625,17.876685020147622,0
2.632658706,9.233850351265733,-0.01885986328125,17.876685020147622,0
2.656124713,10.21175189225553,-0.01885986328125,18.88748432716714,0
2.673550717,9.832658216501734,-0.01885986328125,17.86195097413883,0
2.693463723,9.849994144341137,-0.03314208984375,17.14337181372307,0
2.713429728,9.849994144341137,-0.03314208984375,17.14337181372307,0
2.729551732,9.849994144341137,-0.03314208984375,17.14337181372307,0
2.745267737,11.621368169028859,-0.049560546875,17.96926920105871,0
2.774429744,15.640506953538043,-0.049560546875,21.576350369413078,0
2.787358748,16.874331764836366,-0.07781982421875,22.63612179702534,0
2.808603753,16.874331764836366,-0.07781982421875,22.63612179702534,0
2.825270758,19.133444523682094,-0.07781982421875,24.289670115932417,0
2.844176763,19.133444523682094,-0.117431640625,24.289670115932417,0
2.860238767,22.475954558709965,-0.117431640625,27.029597820263536,0
2.880565773,28.09437188636637,-0.1507568359375,30.775309408508846,0
2.904819779,28.09437188636637,-0.1507568359375,30.775309408508846,0
2.921804784,41.935893953272966,-0.1507568359375,43.015947062225145,0
2.937532788,72.29984525503058,-0.06695556640625,72.03536326972585,0
2.962171795,72.29984525503058,-0.06695556640625,72.03536326972585,0
2.978320799,64.62406557687756,0.23687744140625,64.42733679646064,0
3.003873806,64.62406557687756,0.23687744140625,64.42733679646064,0
3.016666809,28.81293240634384,0.23687744140625,32.570261725269255,0
3.037658815,30.408120265418773,0.4864501953125,33.66818829512767,0
